"continent","doi","farm_type","host","antimicrobial_compound","pathogen","percent_resistant","no_isolates"
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","NEO","E.coli",29,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","STR","E.coli",26,491
"North America","doi:10.2134/jeq2015.05.0245","Organic","Environment","TYL","E.coli",36,491
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","AMC","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","AMP","E.coli",13,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","CIP","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","CRO","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","CTF","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","GEN","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","KAN","E.coli",16,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","NAL","E.coli",0,498
"North America","DOI: 10.2460/javma.231.2.275","Organic","Pigs","STR","E.coli",21,498
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","AMC","E.coli",11,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","AMK","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","AMP","E.coli",21,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","APR","E.coli",2,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CAZI","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CEP","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CIP","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CST","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CTF","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","CTX","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","ENR","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","GEN","E.coli",2,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","IMP","E.coli",2,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","MER","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","MZL","E.coli",17,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","NEO","E.coli",6,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","NET","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","PIP","E.coli",8,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","STR","E.coli",13,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Conventional","Chicken","TOB","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","AMC","E.coli",4,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","AMK","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","AMP","E.coli",9,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","APR","E.coli",2,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CAZI","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CEP","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CIP","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CST","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CTF","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","CTX","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","ENR","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","GEN","E.coli",9,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","IMP","E.coli",4,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","MER","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","MZL","E.coli",8,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","NEO","E.coli",0,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","NET","E.coli",1,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","PIP","E.coli",2,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","STR","E.coli",12,533
"Europe","DOI: 10.1111/j.1863-2378.2008.01151.x","Organic","Chicken","TOB","E.coli",1,533
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","AMP","Campylobacter",19,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","CIP","Campylobacter",60,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","CLIN","Campylobacter",44,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","ERY","Campylobacter",54,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","GEN","Campylobacter",0,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","KAN","Campylobacter",56,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","NAL","Campylobacter",59,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Conventional","Chicken","NOR","Campylobacter",59,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","AMP","Campylobacter",4,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","CIP","Campylobacter",1,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","CLIN","Campylobacter",5,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","ERY","Campylobacter",8,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","GEN","Campylobacter",0,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","KAN","Campylobacter",28,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","NAL","Campylobacter",1,694
"North America","DOI: 10.1128/AEM.72.5.3600-3607.2006","Organic","Chicken","NOR","Campylobacter",1,694
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","AMP","E.coli",20,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","CAZI","E.coli",2,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","CIP","E.coli",6,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","CST","E.coli",10,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","CTX","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","GEN","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","NAL","E.coli",4,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Cattle","STR","E.coli",35,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","AMP","E.coli",9,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","CAZI","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","CIP","E.coli",2,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","CST","E.coli",2,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","CTX","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","GEN","E.coli",2,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","NAL","E.coli",4,725
"Europe","DOI: 10.3390/antibiotics9110834","Conventional","Environment","STR","E.coli",13,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","AMP","E.coli",18,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","CIP","E.coli",1,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","CTX","E.coli",0,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","GEN","E.coli",1,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","NAL","E.coli",1,725
"Europe","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","STR","E.coli",25,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","AMP","E.coli",26,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","CAZI","E.coli",2,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","CIP","E.coli",4,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","CST","E.coli",6,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","CTX","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","GEN","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","NAL","E.coli",5,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Cattle","STR","E.coli",29,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","AMP","E.coli",12,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","CAZI","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","CIP","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","CST","E.coli",6,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","CTX","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","GEN","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","NAL","E.coli",0,725
"Europe","DOI: 10.3390/antibiotics9110834","Organic","Environment","STR","E.coli",14,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","AMP","E.coli",4,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","CIP","E.coli",1,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","CTX","E.coli",0,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","GEN","E.coli",0,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","NAL","E.coli",0,725
"Europe","doi: 10.1371/journal.pone.0157049","Organic","Pigs","STR","E.coli",11,725
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","CIP","E.coli",0,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","CPDX","E.coli",3,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","GEN","E.coli",1,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","MER","E.coli",11,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Conventional","Environment","NAL","E.coli",1,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","CIP","E.coli",0,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","CPDX","E.coli",4,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","GEN","E.coli",1,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","MER","E.coli",4,814
"Oceania","DOI: 10.1016/j.crmicr.2021.100088","Organic","Environment","NAL","E.coli",1,814
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","AMC","E.coli",0,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","AMP","E.coli",24,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","CIP","E.coli",0,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","CRO","E.coli",0,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","CTF","E.coli",0,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","GEN","E.coli",1,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","KAN","E.coli",20,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","NAL","E.coli",0,883
"North America","DOI: 10.2460/javma.231.2.275","Conventional","Pigs","STR","E.coli",29,883
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","AZI","Campylobacter",28,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","CIP","Campylobacter",1,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","CLIN","Campylobacter",12,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","ERY","Campylobacter",28,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","GEN","Campylobacter",0,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","NAL","Campylobacter",1,903
"North America","doi: 10.1128/AEM.07723-11","Organic","Pigs","TEL","Campylobacter",21,903
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","AZI","Campylobacter",2,912
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","CIP","Campylobacter",2,912
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","CLIN","Campylobacter",2,912
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","ERY","Campylobacter",2,912
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","GEN","Campylobacter",1,912
"North America","doi: 10.4315/0362-028x-69.3.482.","Conventional","Cattle","NAL","Campylobacter",2,912
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","AMP","Salmonella",14,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","CRO","Salmonella",5,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","CTF","Salmonella",5,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Environment","STR","Salmonella",14,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","AMP","Salmonella",14,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","CRO","Salmonella",4,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","CTF","Salmonella",4,922
"North America","DOI: 10.1128/AEM.01419-13","Conventional","Pigs","STR","Salmonella",28,922
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","AMP","E.coli",34,962
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","CIP","E.coli",69,962
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Conventional","Chicken","NAL","E.coli",67,962
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","AMP","E.coli",19,962
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","CIP","E.coli",33,962
"Europe","DOI: 10.1016/j.prevetmed.2019.104755","Organic","Chicken","NAL","E.coli",34,962
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","AZI","Campylobacter",25,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","CIP","Campylobacter",17,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","CLIN","Campylobacter",4,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","ERY","Campylobacter",25,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","GEN","Campylobacter",0,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","NAL","Campylobacter",17,1099
"North America","doi: 10.1128/AEM.07723-11","Conventional","Pigs","TEL","Campylobacter",16,1099
"North America","doi: 10.1128/AEM.07723-11","Organic","Environment","AZI","Campylobacter",34,1099
"North America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","CIP","Campylobacter",3,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","ERY","Campylobacter",77,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","GEN","Campylobacter",1,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Conventional","Pigs","NAL","Campylobacter",7,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","CIP","Campylobacter",1,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","ERY","Campylobacter",34,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","GEN","Campylobacter",0,1110
"North America","DOI: 10.4315/0362-028x-68.11.2402","Organic","Pigs","NAL","Campylobacter",8,1110
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","AMC","E.coli",1,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","AMK","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","AMP","E.coli",8,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","APR","E.coli",1,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","CIP","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","CRO","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","CTF","E.coli",1,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","GEN","E.coli",2,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","KAN","E.coli",10,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","NAL","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Conventional","Cattle","STR","E.coli",9,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","AMC","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","AMK","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","AMP","E.coli",5,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","APR","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","CIP","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","CRO","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","CTF","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","GEN","E.coli",1,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","KAN","E.coli",5,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","NAL","E.coli",0,1121
"North America","https://doi.org/10.2460/javma.2005.226.589","Organic","Cattle","STR","E.coli",6,1121
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","AMC","Salmonella",23,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","AMP","Salmonella",28,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","CIP","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","CRO","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","CTF","Salmonella",4,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","GEN","Salmonella",6,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","KAN","Salmonella",19,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","NAL","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Conventional","Cattle","STR","Salmonella",6,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","AMC","Salmonella",31,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","AMP","Salmonella",19,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","CIP","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","CRO","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","CTF","Salmonella",4,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","GEN","Salmonella",4,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","KAN","Salmonella",8,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","NAL","Salmonella",0,1243
"North America","DOI: 10.3168/jds.S0022-0302(06)72271-8","Organic","Cattle","STR","Salmonella",0,1243
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","AMC","Campylobacter",0,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","AMP","Campylobacter",9,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","AZI","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","CIP","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","CLIN","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","CRO","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","ERY","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","GEN","Campylobacter",0,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","KAN","Campylobacter",32,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","NAL","Campylobacter",2,2030
"North America","DOI: 10.2460/javma.228.7.1074","Conventional","Cattle","STR","Campylobacter",2,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","AMC","Campylobacter",0,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","AMP","Campylobacter",7,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","AZI","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","CIP","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","CLIN","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","CRO","Campylobacter",2,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","ERY","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","GEN","Campylobacter",0,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","KAN","Campylobacter",30,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","NAL","Campylobacter",1,2030
"North America","DOI: 10.2460/javma.228.7.1074","Organic","Cattle","STR","Campylobacter",1,2030
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","AMC","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","AMP","E.coli",2,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","CIP","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","CRO","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","CTF","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","GEN","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","KAN","E.coli",1,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","NAL","E.coli",1,8882
"North America","DOI: 10.1089=fpd.2010.0632","Conventional","Cattle","STR","E.coli",14,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","AMC","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","AMP","E.coli",2,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","CIP","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","CRO","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","CTF","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","GEN","E.coli",0,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","KAN","E.coli",1,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","NAL","E.coli",1,8882
"North America","DOI: 10.1089=fpd.2010.0632","Organic","Cattle","STR","E.coli",11,8882
