"country","doi","farm_type","host","antimicrobial_class","pathogen","percent_resistant","no_isolates"
"Thailand","https://doi.org/10.5713/ajas.2010.90345","Organic","Cattle","Sulfonamide","Staphylococcus",17,162
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Aminoglycoside","Campylobacter",0,163
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Amphenicol","Campylobacter",0,163
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Ketolide","Campylobacter",20,163
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Macrolide","Campylobacter",27,163
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Quinolones","Campylobacter",1,163
"United States of America","doi: 10.1128/AEM.07723-11","Organic","Environment","Tetracycline","Campylobacter",44,163
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Amino-penicillin","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Aminoglycoside","Enterococcus",14,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Amphenicol","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Ansamycin","Enterococcus",5,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Carbapenem","Enterococcus",6,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Glycopeptides","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Macrolide","Enterococcus",38,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Nitrofuran derivatives","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Oxazolidinones","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Penicillin","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Phosphonic acid derivatives","Enterococcus",6,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Quinolones","Enterococcus",1,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Conventional","Chicken","Tetracycline","Enterococcus",70,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Amino-penicillin","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Aminoglycoside","Enterococcus",5,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","Enterococcus",1,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Amphenicol","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Ansamycin","Enterococcus",18,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Carbapenem","Enterococcus",4,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Glycopeptides","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Macrolide","Enterococcus",21,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Nitrofuran derivatives","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Oxazolidinones","Enterococcus",1,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Penicillin","Enterococcus",0,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Phosphonic acid derivatives","Enterococcus",4,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Quinolones","Enterococcus",1,164
"Germany","DOI: 10.1111/j.1863-2378.2008.01229.x","Organic","Chicken","Tetracycline","Enterococcus",40,164
"United States of America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","Aminoglycoside","Campylobacter",0,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","Macrolide","Campylobacter",29,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","Quinolones","Campylobacter",8,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Conventional","Chicken","Tetracycline","Campylobacter",29,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","Aminoglycoside","Campylobacter",0,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","Macrolide","Campylobacter",12,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","Quinolones","Campylobacter",0,165
"United States of America","DOI: 10.1089=fpd.2008.0171","Organic","Chicken","Tetracycline","Campylobacter",37,165
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Conventional","Cattle","Lincosamides","Staphylococcus",14,166
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Conventional","Cattle","Macrolide","Staphylococcus",22,166
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Conventional","Cattle","Penicillin","Staphylococcus",19,166
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Conventional","Cattle","Tetracycline","Staphylococcus",18,166
"United States of America","DOI: 10.3390/ani10122217","Conventional","Chicken","Amino-penicillin","E.coli",57,174
"United States of America","DOI: 10.3390/ani10122217","Conventional","Chicken","Macrolide","E.coli",94,174
"United States of America","DOI: 10.3390/ani10122217","Organic","Chicken","Amino-penicillin","E.coli",61,174
"United States of America","DOI: 10.3390/ani10122217","Organic","Chicken","Macrolide","E.coli",96,174
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","Amphenicol","Campylobacter",0,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","Macrolide","Campylobacter",50,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","Quinolones","Campylobacter",6,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Conventional","Chicken","Tetracycline","Campylobacter",81,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","Amphenicol","Campylobacter",0,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","Macrolide","Campylobacter",38,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","Quinolones","Campylobacter",14,185
"United States of America","doi: 10.1128/AEM.71.7.4108-4111.2005","Organic","Chicken","Tetracycline","Campylobacter",62,185
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","2nd_gen cephalosporin","E.coli",7,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","3rd_gen cephalosporin","E.coli",2,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Aminoglycoside","E.coli",0,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",4,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Amphenicol","E.coli",0,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Quinolones","E.coli",0,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Sulfonamide","E.coli",25,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Conventional","Chicken","Tetracycline","E.coli",44,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","2nd_gen cephalosporin","E.coli",8,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","3rd_gen cephalosporin","E.coli",2,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Aminoglycoside","E.coli",0,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",1,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Amphenicol","E.coli",2,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Quinolones","E.coli",0,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Sulfonamide","E.coli",18,190
"United States of America","DOI: 10.1089/fpd.2011.0852","Organic","Chicken","Tetracycline","E.coli",36,190
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","3rd_gen cephalosporin","E.coli",0,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amino-penicillin","E.coli",15,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Aminoglycoside","E.coli",37,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Amphenicol","E.coli",17,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Quinolones","E.coli",4,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Sulfonamide","E.coli",13,194
"France","doi: 10.1371/journal.pone.0157049","Conventional","Pigs","Tetracycline","E.coli",74,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","3rd_gen cephalosporin","E.coli",0,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amino-penicillin","E.coli",13,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Aminoglycoside","E.coli",19,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Amphenicol","E.coli",1,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Quinolones","E.coli",2,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Sulfonamide","E.coli",3,194
"France","doi: 10.1371/journal.pone.0157049","Organic","Pigs","Tetracycline","E.coli",46,194
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","1st_gen cephalosporin","Salmonella",0,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","3rd_gen cephalosporin","Salmonella",0,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Amino-penicillin","Salmonella",70,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Aminoglycoside","Salmonella",24,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",53,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Amphenicol","Salmonella",69,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Sulfonamide","Salmonella",69,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Conventional","Chicken","Tetracycline","Salmonella",69,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","1st_gen cephalosporin","Salmonella",31,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","3rd_gen cephalosporin","Salmonella",6,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Amino-penicillin","Salmonella",30,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Aminoglycoside","Salmonella",4,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","Salmonella",32,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Amphenicol","Salmonella",0,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Sulfonamide","Salmonella",1,208
"United States of America","DOI: 10.1637/0005-2086(2007)051[0112:CIOPAA]2.0.CO;2","Organic","Chicken","Tetracycline","Salmonella",1,208
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","1st_gen cephalosporin","E.coli",77,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","3rd_gen cephalosporin","E.coli",6,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Amino-penicillin","E.coli",80,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Aminoglycoside","E.coli",44,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",57,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Amphenicol","E.coli",36,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Polymyxins","E.coli",3,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Quinolones","E.coli",74,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Sulfonamide","E.coli",69,219
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Conventional","Chicken","Tetracycline","E.coli",64,219
"Poland","PMID: 24053020","Organic","Cattle","1st_gen cephalosporin","E.coli",37,233
"Poland","PMID: 24053020","Organic","Cattle","2nd_gen cephalosporin","E.coli",19,233
"Poland","PMID: 24053020","Organic","Cattle","3rd_gen cephalosporin","E.coli",2,233
"Poland","PMID: 24053020","Organic","Cattle","Amino-penicillin","E.coli",4,233
"Poland","PMID: 24053020","Organic","Cattle","Aminoglycoside","E.coli",4,233
"Poland","PMID: 24053020","Organic","Cattle","Aminopenicillin - betalactamase inhibitors","E.coli",6,233
"Poland","PMID: 24053020","Organic","Cattle","Amphenicol","E.coli",5,233
"Poland","PMID: 24053020","Organic","Cattle","Nitrofuran derivatives","E.coli",18,233
"Poland","PMID: 24053020","Organic","Cattle","Quinolones","E.coli",1,233
"Poland","PMID: 24053020","Organic","Cattle","Sulfonamide","E.coli",2,233
"Poland","PMID: 24053020","Organic","Cattle","Tetracycline","E.coli",4,233
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","1st_gen cephalosporin","MRSA",2,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","3rd_gen cephalosporin","MRSA",17,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","4th_gen cephalosporin","MRSA",2,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Amino-penicillin","MRSA",100,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Aminocyclitols","MRSA",43,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Aminoglycoside","MRSA",7,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","MRSA",14,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Amphenicol","MRSA",6,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Macrolide","MRSA",63,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Penicillin","MRSA",100,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Pleuromutilins","MRSA",12,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Quinolones","MRSA",14,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Sulfonamide","MRSA",24,238
"Germany","DOI: 10.2376/0005-9366-127-135","Conventional","Pigs","Tetracycline","MRSA",98,238
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Organic","Cattle","Lincosamides","Staphylococcus",2,239
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Organic","Cattle","Macrolide","Staphylococcus",11,239
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Organic","Cattle","Penicillin","Staphylococcus",16,239
"United States of America","https://doi.org/10.1111/j.1365-2672.2007.03681.x","Organic","Cattle","Tetracycline","Staphylococcus",8,239
"France","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","Aminoglycoside","Campylobacter",36,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","Macrolide","Campylobacter",50,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","Quinolones","Campylobacter",43,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Conventional","Pigs","Tetracycline","Campylobacter",93,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","Aminoglycoside","Campylobacter",37,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","Macrolide","Campylobacter",18,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","Quinolones","Campylobacter",28,263
"France","https://doi.org/10.3389/fmicb.2017.00955","Organic","Pigs","Tetracycline","Campylobacter",77,263
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","2nd_gen cephalosporin","Enterococcus",2,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Amino-penicillin","Enterococcus",4,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Aminoglycoside","Enterococcus",10,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Aminopenicillin - betalactamase inhibitors","Enterococcus",0,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Amphenicol","Enterococcus",0,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Macrolide","Enterococcus",6,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Penicillin","Enterococcus",10,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Conventional","Chicken","Tetracycline","Enterococcus",8,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","2nd_gen cephalosporin","Enterococcus",3,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Amino-penicillin","Enterococcus",2,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Aminoglycoside","Enterococcus",13,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","Enterococcus",3,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Amphenicol","Enterococcus",1,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Macrolide","Enterococcus",10,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Penicillin","Enterococcus",10,265
"United States of America","DOI: 10.4315/0362-028X.JFP-14-322","Organic","Chicken","Tetracycline","Enterococcus",12,265
"Poland","PMID: 24053020","Conventional","Pigs","1st_gen cephalosporin","E.coli",44,274
"Poland","PMID: 24053020","Conventional","Pigs","2nd_gen cephalosporin","E.coli",3,274
"Poland","PMID: 24053020","Conventional","Pigs","3rd_gen cephalosporin","E.coli",2,274
"Poland","PMID: 24053020","Conventional","Pigs","Amino-penicillin","E.coli",49,274
"Poland","PMID: 24053020","Conventional","Pigs","Aminoglycoside","E.coli",26,274
"Poland","PMID: 24053020","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","E.coli",2,274
"Poland","PMID: 24053020","Conventional","Pigs","Amphenicol","E.coli",40,274
"Poland","PMID: 24053020","Conventional","Pigs","Nitrofuran derivatives","E.coli",6,274
"Poland","PMID: 24053020","Conventional","Pigs","Quinolones","E.coli",1,274
"Poland","PMID: 24053020","Conventional","Pigs","Sulfonamide","E.coli",79,274
"Poland","PMID: 24053020","Conventional","Pigs","Tetracycline","E.coli",51,274
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","1st_gen cephalosporin","E.coli",63,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","3rd_gen cephalosporin","E.coli",5,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Amino-penicillin","E.coli",66,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Aminoglycoside","E.coli",39,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Aminopenicillin - betalactamase inhibitors","E.coli",42,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Amphenicol","E.coli",34,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Polymyxins","E.coli",2,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Quinolones","E.coli",51,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Sulfonamide","E.coli",51,290
"Italy","doi.org/10.1016/j.ijfoodmicro.2019.108391","Organic","Chicken","Tetracycline","E.coli",58,290
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","Aminoglycoside","Campylobacter",0,304
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","Amphenicol","Campylobacter",0,304
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","Macrolide","Campylobacter",1,304
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","Quinolones","Campylobacter",2,304
"United States of America","doi: 10.4315/0362-028x-69.3.482.","Organic","Cattle","Tetracycline","Campylobacter",48,304
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Amino-penicillin","Enterococcus",0,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Aminoglycoside","Enterococcus",48,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Quinolones","Enterococcus",84,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Sulfonamide","Enterococcus",0,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Tetracycline","Enterococcus",56,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Amino-penicillin","Enterococcus",0,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Aminoglycoside","Enterococcus",2,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Quinolones","Enterococcus",2,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Sulfonamide","Enterococcus",0,353
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Tetracycline","Enterococcus",0,353
"United States of America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","Aminocyclitols","Campylobacter",13,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","Macrolide","Campylobacter",31,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","Quinolones","Campylobacter",12,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Conventional","Chicken","Tetracycline","Campylobacter",56,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","Aminocyclitols","Campylobacter",10,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","Macrolide","Campylobacter",17,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","Quinolones","Campylobacter",5,360
"United States of America","DOI: 10.1089/fpd.2016.2161","Organic","Chicken","Tetracycline","Campylobacter",65,360
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","1st_gen cephalosporin","Salmonella",1,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","3rd_gen cephalosporin","Salmonella",0,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Amino-penicillin","Salmonella",8,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Aminoglycoside","Salmonella",8,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Aminopenicillin - betalactamase inhibitors","Salmonella",3,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Amphenicol","Salmonella",6,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Sulfonamide","Salmonella",15,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Conventional","Pigs","Tetracycline","Salmonella",22,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","1st_gen cephalosporin","Salmonella",0,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","3rd_gen cephalosporin","Salmonella",0,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Amino-penicillin","Salmonella",10,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Aminoglycoside","Salmonella",10,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Aminopenicillin - betalactamase inhibitors","Salmonella",1,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Amphenicol","Salmonella",8,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Sulfonamide","Salmonella",23,367
"United States of America","DOI: 10.4315/0362-028x-69.4.743","Organic","Pigs","Tetracycline","Salmonella",68,367
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Amino-penicillin","E.coli",4,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Aminoglycoside","E.coli",9,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Quinolones","E.coli",0,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Sulfonamide","E.coli",9,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Conventional","Pigs","Tetracycline","E.coli",61,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Amino-penicillin","E.coli",0,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Aminoglycoside","E.coli",2,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Quinolones","E.coli",0,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Sulfonamide","E.coli",0,375
"New Zealand","https://doi.org/10.1080/00480169.2008.36801","Organic","Pigs","Tetracycline","E.coli",4,375
"United States of America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","Aminoglycoside","Campylobacter",2,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","Amphenicol","Campylobacter",1,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","Macrolide","Campylobacter",70,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","Quinolones","Campylobacter",6,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Conventional","Pigs","Tetracycline","Campylobacter",60,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","Aminoglycoside","Campylobacter",6,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","Amphenicol","Campylobacter",2,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","Macrolide","Campylobacter",32,380
"United States of America","DOI: 10.1089/fpd.2010.0665","Organic","Pigs","Quinolones","Campylobacter",23,380
